X,Y,X,Y,OBJECTID,Status,Score,Match_type,Match_addr,state,fdid,inc_date,inc_no,exp_no,dept_sta,version,inc_type,add_wild,aid,alarm,arrival,inc_cont,lu_clear,shift,alarms,district,act_tak1,act_tak2,act_tak3,app_mod,sup_app,ems_app,oth_app,sup_per,ems_per,oth_per,resou_aid,prop_loss,cont_loss,prop_val,cont_val,ff_death,oth_death,ff_inj,oth_inj,det_alert,haz_rel,mixed_use,prop_use,num_unit,not_res,bldg_invol,acres_burn,less_1acre,on_site_m1,on_site_m2,on_site_m3,mat_stor1,mat_stor2,mat_stor3,area_orig,heat_sourc,first_ign,conf_orig,type_mat,cause_ign,fact_ign_1,fact_ign_2,hum_fac_1,hum_fac_2,hum_fac_3,hum_fac_4,hum_fac_5,hum_fac_6,hum_fac_7,hum_fac_8,age,sex,equip_inv,mob_invol,sup_fac_1,sup_fac_2,sup_fac_3,mob_type,mob_make,mob_model,mob_year,mob_lic_pl,mob_state,mob_vin_no,eq_brand,eq_model,eq_ser_no,eq_year,eq_power,eq_port,struc_type,struc_stat,bldg_above,bldg_below,bldg_lgth,bldg_width,tot_sq_ft,fire_orig,fire_sprd,st_dam_min,st_dam_sig,st_dam_hvy,st_dam_xtr,flame_sprd,item_sprd,mat_sprd,detector,det_type,det_power,det_operat,det_effect,det_fail,aes_pres,aes_type,aes_oper,no_spr_op,aes_fail,census,loc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,city_1,state_id,zip,x_street,responseti,Street_ADR,Flag,AddNumFrom,AddNumTo,GEOID10,NAMELSAD10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
-77.19009148,38.88835385,-77.19009148,38.88835385,37,M,92.43,A,"409 S West St, Falls Church, Virginia, 22046",VA,1300,9/28/2005,2710043,0,106,5,111,0,1,,,,,A,2,4601,11,12,13,0,16,5,0,29,8,0,0,1000000,100000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,75,69,12,,14,2,36,70,6,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,4500,1,4,1,2,0,0,,12,UU,N,,,,,,N,0,0,0,,,1,409,,WEST,ST,,,Falls Church,VA,22046,,335,409 WEST ST,1,,,51610500200,Census Tract 5002,1943951,6,38.8845751,-77.184449
-77.09898286,38.89422703,-77.09898286,38.89422703,39,M,100,A,"3209 19th Rd N, Arlington, Virginia, 22201",VA,1300,11/17/2012,3220001,0,104,5,111,0,N,,,,,B,1,7409,87,0,0,0,8,1,0,22,3,0,0,2000,1000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,24,42,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,100,1,2,0,0,0,0,,26,99,N,,,,,,N,0,0,0,,,1,3209,,19TH,RD,N,,Arlington,VA,22201,,240,3209 19TH RD N,1,,,51013101500,Census Tract 1015,1734545,0,38.8914249,-77.0962023
-77.08905595,38.89733588,-77.08905595,38.89733588,40,M,100,A,"2001 N Adams St, Arlington, Virginia, 22201",VA,1300,10/13/2006,2860036,0,103,5,111,0,N,,,,,A,1,7301,73,74,75,0,11,2,0,35,3,0,0,10000,5000,0,0,0,0,0,0,U,,,429,1,,0,,,NNN,,,N,,,14,13,36,,71,2,12,,7,0,,,,,,,75,2,143,N,NNN,0,0,,,,,,,,,Unknown equipment,,,11,1,1,2,10,0,,,800,1,2,0,0,0,0,,,,1,1,4,2,4,,1,0,0,0,,,1,2001,N,ADAMS,ST,,40,Arlington,VA,22201,,259,2001 N ADAMS ST,1,,,51013101500,Census Tract 1015,1734545,0,38.8914249,-77.0962023
-77.08318968,38.88963288,-77.08318968,38.88963288,41,M,100,A,"2020 14th St N, Arlington, Virginia, 22201",VA,1300,1/3/2013,30062,0,110,5,111,0,N,,,,,C,1,7003,11,21,51,0,9,3,0,27,5,0,0,400000,100000,0,0,0,0,0,0,,,,564,0,,1,,,NNN,,,N,,,60,UU,80,,71,2,55,,N,0,,,,,,,0,0,316,N,NNN,0,0,,,,,,,,,,,,11,2,1,2,8,0,,,0,1,2,0,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,1,2020,,14TH,ST,N,,Arlington,VA,22201,,211,2020 14TH ST N,1,,,51013101701,Census Tract 1017.01,243867,0,38.8898414,-77.0813706
-77.10045663,38.88409271,-77.10045663,38.88409271,42,M,100,A,"932 N Kenmore St, Arlington, Virginia, 22201",VA,1300,5/4/2005,1240040,0,104,5,112,0,N,,,,,A,1,7410,10,53,84,0,9,1,0,25,2,0,0,3000,0,0,0,0,0,0,0,,,,161,0,,0,,,NNN,,,N,,,55,97,76,,27,2,55,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,932,N,KENMORE,ST,,,Arlington,VA,22201,,338,932 N KENMORE ST,1,,,51013101404,Census Tract 1014.04,309820,0,38.8828965,-77.1051082
-77.07361652,38.8937062,-77.07361652,38.8937062,43,M,90.1,A,"1651 N Oak St, Arlington, Virginia, 22209",VA,1300,3/20/2005,790027,0,110,5,111,0,N,,,,,A,1,7002,51,63,73,0,5,0,0,13,0,0,0,2000,200,150000,15000,0,0,0,0,,,,449,1,,0,,,NNN,,,N,,,25,10,99,,99,3,20,30,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,6,0,,,100,6,2,1,0,0,0,,66,99,1,1,2,2,2,,1,1,3,0,,,1,1651,N,OAK,ST,,,Arlington,VA,22201,,341,1651 N OAK ST,1,,,51013101702,Census Tract 1017.02,382465,0,38.8927845,-77.0740123
-77.10781625,38.88344513,-77.10781625,38.88344513,44,M,100,A,"1015 N Quincy St, Arlington, Virginia, 22201",VA,1300,3/19/2009,780043,0,104,5,111,0,N,,,,,C,1,7410,11,73,74,0,9,1,0,31,1,0,0,3000,10000,19000000,2000000,0,0,0,0,2,,,151,0,,0,,,NNN,,,N,,,25,UU,90,,41,1,12,,3,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,2,0,0,,,0,0,2,0,0,0,0,,59,41,N,,,,,,N,0,0,0,,,1,1015,N,QUINCY,ST,,,Arlington,VA,22201,,272,1015 N QUINCY ST,1,,,51013101404,Census Tract 1014.04,309820,0,38.8828965,-77.1051082
-77.08684933,38.8829531,-77.08684933,38.8829531,45,M,100,A,"2310 9th St N, Arlington, Virginia, 22201",VA,1300,9/7/2010,2500035,0,104,5,111,0,N,,,,,B,1,7401,11,21,51,0,10,2,0,30,3,0,0,2500,400,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,24,60,UU,,UU,5,13,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,5,2,0,,,30,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2310,,9TH,ST,N,,Arlington,VA,22201,,213,2310 9TH ST N,1,,,51013101803,Census Tract 1018.03,956348,0,38.8789451,-77.0886545
-77.09201731,38.88313286,-77.09201731,38.88313286,46,M,100,A,"2814 Washington Blvd, Arlington, Virginia, 22201",VA,1300,12/7/2006,3410067,0,104,5,111,0,1,,,,,c,1,7405,10,12,51,0,10,2,0,29,3,0,0,100000,200000,0,0,0,0,0,0,,,,400,1,,0,,,NNN,,,N,,,40,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,2000,1,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2814,,WASHINGTON,BL,,,Arlington,VA,22201,,173,2814 WASHINGTON BL,1,,,51013101801,Census Tract 1018.01,280780,0,38.8853387,-77.0926183
-77.08897529,38.89618591,-77.08897529,38.89618591,47,M,100,A,"2000 N Adams St, Arlington, Virginia, 22201",VA,1300,10/22/2007,2950058,0,103,5,111,0,N,,,,,B,1,7301,11,12,51,0,10,1,0,26,4,0,0,1000,10000,0,0,0,0,0,0,1,,,429,1,,0,,,NNN,,,N,,,24,11,UU,,UU,3,20,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,6,0,,,600,6,2,0,0,0,0,,,,1,1,U,2,1,,N,0,0,0,,,1,2000,N,ADAMS,ST,,626,Arlington,VA,22201,,346,2000 N ADAMS ST,1,,,51013101500,Census Tract 1015,1734545,0,38.8914249,-77.0962023
-77.10306078,38.88293582,-77.10306078,38.88293582,48,M,100,A,"901 N Monroe St, Arlington, Virginia, 22201",VA,1300,12/3/2007,3370004,0,104,5,111,0,N,,,,,C,1,7410,11,12,21,0,11,3,0,37,5,0,0,5000,5000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,75,13,17,,60,5,20,35,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,3,0,,,800,3,2,0,0,0,0,,,,1,1,U,2,4,,1,1,1,1,,,1,901,N,MONROE,ST,,309,Arlington,VA,22201,,255,901 N MONROE ST,1,,,51013101404,Census Tract 1014.04,309820,0,38.8828965,-77.1051082
-77.10278884,38.88230206,-77.10278884,38.88230206,49,M,100,A,"801 N Monroe St, Arlington, Virginia, 22201",VA,1300,12/21/2006,3550001,0,104,5,111,0,N,,,,,b,1,7406,73,74,75,0,2,0,0,7,0,0,0,0,10000,0,0,0,0,0,0,1,N,,429,1,,1,,,NNN,,,N,,,24,0,76,,57,2,52,53,1,3,,,,,,,50,2,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,6,0,,,600,6,2,0,0,0,0,,25,41,1,4,2,2,1,,N,0,0,0,,,1,801,N,MONROE,ST,,,Arlington,VA,22201,,137,801 N MONROE ST,1,,,51013101404,Census Tract 1014.04,309820,0,38.8828965,-77.1051082
-77.08388566,38.89866677,-77.08388566,38.89866677,50,M,100,A,"2113 N Troy St, Arlington, Virginia, 22201",VA,1300,12/11/2006,3450038,0,110,5,111,0,N,,,,,B,1,7005,11,0,0,0,1,0,0,4,0,0,0,0,500,0,0,0,0,0,0,2,,,419,1,,1,,,NNN,,,N,,,24,UU,UU,,UU,3,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,900,1,1,0,0,0,0,,,,1,1,1,1,,,N,0,0,0,,,1,2113,N,TROY,ST,,,Arlington,VA,22201,,333,2113 N TROY ST,1,,,51013101601,Census Tract 1016.01,693885,0,38.8994793,-77.0805423
-77.1160493,38.88276298,-77.1160493,38.88276298,51,M,100,A,"1005 N Glebe Rd, Arlington, Virginia, 22201",VA,1300,9/15/2012,2590052,0,102,5,111,0,N,,,,,A,1,7218,51,52,73,0,10,2,0,30,3,0,0,0,500,0,0,0,0,0,0,,,,599,0,,0,,,NNN,,,N,,,61,12,0,,0,2,12,,N,0,,,,,,,0,0,100,N,NNN,0,0,,,,,,,,,,,,11,2,1,2,8,3,,,11250,2,2,0,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,1,1005,N,GLEBE,RD,,,Arlington,VA,22201,,261,1005 N GLEBE RD,1,,,51013101401,Census Tract 1014.01,338612,0,38.8816986,-77.1180991
-77.07522857,38.89677357,-77.07522857,38.89677357,52,M,90.1,A,"1505 N Colonial Ter, Arlington, Virginia, 22209",VA,1300,7/15/2005,1960058,0,110,5,111,0,N,,,,,A,1,7004,10,11,12,0,10,2,0,34,4,0,0,30000,10000,0,0,0,0,0,0,,,,419,2,,0,,,NNN,,,N,,,26,73,10,,UU,2,62,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,8,,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1505,N,COLONIAL,TE,,,Arlington,VA,22201,,222,1505 N COLONIAL TE,1,,,51013101603,Census Tract 1016.03,458290,0,38.8961704,-77.0748841
-77.0916555,38.88136987,-77.0916555,38.88136987,53,M,100,A,"712 N Edgewood St, Arlington, Virginia, 22201",VA,1300,7/4/2006,1850108,0,104,5,100,0,1,,,,,c,1,7405,10,45,86,0,3,0,0,8,0,0,0,50,0,0,0,0,0,0,0,2,,,419,1,,0,,,NNN,,,N,,,72,13,81,,41,3,31,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,1,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,712,N,EDGEWOOD,ST,,,Arlington,VA,22201,,366,712 N EDGEWOOD ST,1,,,51013101801,Census Tract 1018.01,280780,0,38.8853387,-77.0926183
-77.08357454,38.88757606,-77.08357454,38.88757606,54,M,100,A,"1200 N Courthouse Rd, Arlington, Virginia, 22201",VA,1300,8/17/2012,2300055,0,110,5,111,0,N,,,,,A,1,7003,10,84,86,0,2,0,0,8,0,0,0,1000,1000,0,0,0,0,0,0,,,,449,1,,0,,,NNN,,,N,,,24,42,76,,27,2,12,,3,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,3,0,,,32,2,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1200,N,COURTHOUSE,RD,,,Arlington,VA,22201,,188,1200 N COURTHOUSE RD,1,,,51013101802,Census Tract 1018.02,395703,0,38.8878454,-77.0868372
-77.11114519,38.88713704,-77.11114519,38.88713704,55,M,100,A,"1240 N Stafford St, Arlington, Virginia, 22201",VA,1300,3/7/2007,660034,0,102,5,111,0,N,,,,,c,1,7212,11,12,51,0,8,2,0,25,3,0,0,20000,20000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,86,UU,UU,,63,5,11,UU,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,20,1,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1240,N,STAFFORD,ST,,,Arlington,VA,22201,,203,1240 N STAFFORD ST,1,,,51013101402,Census Tract 1014.02,462915,0,38.8857512,-77.112413
-77.09995653,38.88323541,-77.09995653,38.88323541,57,M,100,A,"3336 Wilson Blvd, Arlington, Virginia, 22201",VA,1300,11/15/2005,3190012,0,ST0,5,111,0,N,,,,,C,1,7406,10,11,12,0,10,2,0,26,3,0,0,100,100,0,0,0,0,0,0,U,N,,449,75,,1,,,415,,,3,,,41,10,25,,60,3,12,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,150,1,2,0,0,0,0,,0,67,1,U,U,U,,U,N,0,0,0,,,1,3336,,WILSON,BLVD,,,Arlington,VA,22201,,128,3336 WILSON BLVD,1,,,51013101900,Census Tract 1019,1107799,0,38.8779299,-77.0979915
-77.09141813,38.89458308,-77.09141813,38.89458308,58,M,100,A,"2602 Lee Hwy, Arlington, Virginia, 22201",VA,1300,4/27/2009,1170029,0,103,5,111,0,N,,,,,A,1,7301,11,21,51,0,10,2,0,31,3,0,0,0,200,0,0,0,0,0,0,U,,,429,1,,1,,,NNN,,,N,,,14,UU,31,,71,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,150,1,1,0,0,0,0,,,,1,1,1,3,,U,N,0,0,0,,,1,2602,,LEE HW,,,101,Arlington,VA,22201,,264,2602 LEE HW,1,,,51013101500,Census Tract 1015,1734545,0,38.8914249,-77.0962023
-77.0853191,38.89147768,-77.0853191,38.89147768,59,M,100,A,"2107 Wilson Blvd, Arlington, Virginia, 22201",VA,1300,4/18/2012,1090001,0,110,5,111,0,1,,,,,C,1,7003,0,10,11,0,9,2,0,29,3,0,0,5000,5000,0,0,0,0,0,0,,,,599,0,,0,,,NNN,,,N,,,45,UU,96,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,9,2,,,2500,1,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2107,,WILSON BL,,,,Arlington,VA,22201,,244,2107 WILSON BL,1,,,51013101602,Census Tract 1016.02,207197,0,38.8940361,-77.0838071
-77.0905228,38.88108756,-77.0905228,38.88108756,60,M,92.43,A,"2761 Washington Blvd, Arlington, Virginia, 22201",VA,1300,9/26/2008,2700063,0,ST0,5,111,0,1,,,,,B,1,7405,73,74,75,0,11,0,0,32,0,0,0,2500,1000,0,0,0,0,0,0,U,,,162,0,,0,,,NNN,,,N,,,76,11,76,,61,2,12,57,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,3,2,0,0,,,0,0,4,0,0,0,0,,12,61,N,,,,,,N,0,0,0,,,1,2761,N,WASHINGTON BL,DR,,,Arlington,VA,22201,,316,2761 N WASHINGTON BL DR,1,,,51013101803,Census Tract 1018.03,956348,0,38.8789451,-77.0886545
-77.08704406,38.89311392,-77.08704406,38.89311392,61,M,100,A,"2300 Key Blvd, Arlington, Virginia, 22201",VA,1300,2/21/2012,520060,0,110,5,111,0,N,,,,,A,1,7003,11,51,52,0,9,3,0,26,7,0,0,1000,1000,0,0,0,0,0,0,,,,213,0,,0,,,NNN,,,N,,,UU,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,10,1,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2300,,KEY BL,,,,Arlington,VA,22201,,246,2300 KEY BL,1,,,51013101500,Census Tract 1015,1734545,0,38.8914249,-77.0962023
-77.08905595,38.89733588,-77.08905595,38.89733588,62,M,100,A,"2001 N Adams St, Arlington, Virginia, 22201",VA,1300,1/18/2012,180046,0,,5,111,0,N,,,,,C,1,7301,11,12,21,0,9,2,0,30,3,0,0,50000,50000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,24,UU,23,,UU,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,6,0,,,60,3,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2001,N,ADAMS,ST,,5FLR,Arlington,VA,22201,,321,2001 N ADAMS ST,1,,,51013101500,Census Tract 1015,1734545,0,38.8914249,-77.0962023
-77.0735301,38.89913805,-77.0735301,38.89913805,63,M,90.1,A,"1401 Lee Hwy, Arlington, Virginia, 22209",VA,1300,9/20/2011,2630034,0,,5,111,0,N,,,,,B,1,7004,21,64,73,0,10,1,0,28,2,0,0,10000,5000,0,0,0,0,0,0,,,,449,1,,0,,,NNN,,,N,,,UU,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,9,0,,,200,9,2,0,0,0,0,,15,UU,N,,,,,,N,0,0,0,,,1,1401,,LEE HW,,,,Arlington,VA,22201,,299,1401 LEE HW,1,,,51013101601,Census Tract 1016.01,693885,0,38.8994793,-77.0805423
-77.11505604,38.88458819,-77.11505604,38.88458819,64,M,100,A,"1180 N Vermont St, Arlington, Virginia, 22201",VA,1300,1/5/2009,50065,0,102,5,111,0,1,,,,,B,2,7212,10,0,0,0,13,2,0,42,3,0,0,50000,15000,0,0,0,0,1,0,,,,419,1,,0,,,NNN,,,N,,,22,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,3,1,,,1000,2,4,0,0,0,0,,,,1,U,U,U,,,N,0,0,0,,,1,1180,N,VERMONT,ST,,,Arlington,VA,22201,,241,1180 N VERMONT ST,1,,,51013101402,Census Tract 1014.02,462915,0,38.8857512,-77.112413
-77.11314555,38.88593866,-77.11314555,38.88593866,65,M,100,A,"1210 N Taylor St, Arlington, Virginia, 22201",VA,1300,4/30/2007,1200055,0,102,5,111,0,N,,,,,C,1,7212,11,58,73,0,7,2,0,26,3,0,0,10000,5000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,71,UU,UU,,UU,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,1,,,500,1,2,0,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,1,1210,N,TAYLOR,ST,,,Arlington,VA,22201,,226,1210 N TAYLOR ST,1,,,51013101402,Census Tract 1014.02,462915,0,38.8857512,-77.112413
-77.09305782,38.87600715,-77.09305782,38.87600715,66,M,84.86,A,"3015 2nd St N, Arlington, Virginia, 22201",VA,1300,9/30/2005,2730064,0,104,5,111,0,N,,,,,A,2,7402,12,51,57,0,17,3,0,45,5,0,0,30000,0,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,74,13,10,,99,2,34,35,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,45,2,3,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,3015,N,2,ST,,,Arlington,VA,22201,,330,3015 N 2 ST,1,,,51013101803,Census Tract 1018.03,956348,0,38.8789451,-77.0886545
-77.09492567,38.88723383,-77.09492567,38.88723383,67,M,100,A,"1135 N Highland St, Arlington, Virginia, 22201",VA,1300,6/30/2011,1810037,0,,5,111,0,N,,,,,A,1,7409,11,45,51,0,9,4,0,29,7,0,0,5000,10000,0,0,0,0,0,0,1,,,161,0,,0,,,NNN,,,N,,,24,0,UU,,27,5,55,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,200,1,4,0,0,0,0,,,,1,0,6,2,2,,N,0,0,0,,,1,1135,N,HIGHLAND,ST,,,Arlington,VA,22201,,91,1135 N HIGHLAND ST,1,,,51013101801,Census Tract 1018.01,280780,0,38.8853387,-77.0926183
-77.0923895,38.87402292,-77.0923895,38.87402292,68,M,100,A,"31 N Highland St, Arlington, Virginia, 22201",VA,1300,5/22/2011,1420042,0,,5,100,0,N,,,,,C,1,7105,73,74,75,0,5,0,0,15,0,0,0,1000,500,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,26,10,25,,70,3,25,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,1,1,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,31,N,HIGHLAND,ST,,,Arlington,VA,22201,,148,31 N HIGHLAND ST,1,,,51013101803,Census Tract 1018.03,956348,0,38.8789451,-77.0886545
-77.0923365,38.89085199,-77.0923365,38.89085199,69,M,100,A,"1600 N Edgewood St, Arlington, Virginia, 22201",VA,1300,11/28/2007,3320043,0,104,5,112,0,N,,,,,C,1,7409,11,12,21,0,10,2,0,30,3,0,0,1500,50,0,0,0,0,0,0,,,,881,0,,0,,,NNN,,,N,,,76,13,81,,99,5,43,57,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1600,N,EDGEWOOD,ST,,,Arlington,VA,22201,,270,1600 N EDGEWOOD ST,1,,,51013101500,Census Tract 1015,1734545,0,38.8914249,-77.0962023
-77.09334589,38.88930794,-77.09334589,38.88930794,70,M,100,A,"1422 N Fillmore St, Arlington, Virginia, 22201",VA,1300,6/10/2011,1610086,0,,5,111,0,N,,,,,A,1,7409,10,12,30,0,11,2,0,34,3,0,0,3000,250,0,0,0,0,0,0,1,,,459,1,,0,,,NNN,,,N,,,86,UU,UU,,UU,U,UU,,4,0,,,,,,,50,1,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,1500,1,4,0,0,0,0,,,,1,5,4,2,1,,N,0,0,0,,,1,1422,N,FILLMORE,ST,,,Arlington,VA,22201,,241,1422 N FILLMORE ST,1,,,51013101500,Census Tract 1015,1734545,0,38.8914249,-77.0962023
-77.10793493,38.88381616,-77.10793493,38.88381616,71,M,100,A,"1020 N Quincy St, Arlington, Virginia, 22201",VA,1300,5/15/2007,1350079,0,104,5,111,0,N,,,,,B,1,7410,11,12,21,0,10,1,0,30,1,0,0,10000,5000,0,0,0,0,0,0,1,,,429,1,,1,,,NNN,,,N,,,24,11,76,,27,2,UU,,N,0,,,,,,,35,1,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,875,1,2,0,0,0,0,,25,27,1,1,1,2,1,,N,0,0,0,,,1,1020,N,QUINCY,ST,,111,Arlington,VA,22201,,203,1020 N QUINCY ST,1,,,51013101403,Census Tract 1014.03,304612,0,38.8806395,-77.1105546
-77.0846116,38.89382373,-77.0846116,38.89382373,72,M,100,A,"2026 Key Blvd, Arlington, Virginia, 22201",VA,1300,4/29/2008,1200032,0,110,5,111,0,N,,,,,C,1,7003,92,0,0,0,10,3,0,30,6,0,0,20000,5000,0,0,0,0,0,0,,,,429,1,,1,,,NNN,,,N,,,21,11,17,,63,2,12,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,900,2,3,1,0,0,0,,17,63,N,,,,,,N,0,0,0,,,1,2026,,KEY BL,,,646,Arlington,VA,22201,,326,2026 KEY BL,1,,,51013101602,Census Tract 1016.02,207197,0,38.8940361,-77.0838071
-77.08997547,38.87986038,-77.08997547,38.87986038,73,M,100,A,"2704 Washington Blvd, Arlington, Virginia, 22201",VA,1300,6/6/2006,1570029,0,104,5,111,0,N,,,,,C,1,7405,10,11,12,0,11,3,0,29,5,0,0,15000,5000,0,0,0,0,0,0,,,,511,0,,0,,,NNN,,,N,,,UU,UU,UU,,UU,2,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,8,,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2704,,WASHINGTON,BL,,,Arlington,VA,22201,,290,2704 WASHINGTON BL,1,,,51013101803,Census Tract 1018.03,956348,0,38.8789451,-77.0886545
-77.09330556,38.88960407,-77.09330556,38.88960407,74,M,100,A,"1431 N Fillmore St, Arlington, Virginia, 22201",VA,1300,4/5/2009,950017,0,104,5,111,0,N,,,,,B,1,7409,51,75,86,0,10,2,0,31,4,0,0,300,100,0,0,0,0,0,0,1,,,419,1,,0,,,NNN,,,N,,,21,66,33,,71,2,12,,1,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,100,1,2,0,0,0,0,,,,1,1,1,2,1,,N,0,0,0,,,1,1431,N,FILLMORE,ST,,,Arlington,VA,22201,,186,1431 N FILLMORE ST,1,,,51013101500,Census Tract 1015,1734545,0,38.8914249,-77.0962023
-77.09025202,38.87391806,-77.09025202,38.87391806,75,M,100,A,"20 N Fenwick St, Arlington, Virginia, 22201",VA,1300,2/20/2011,510009,0,,5,111,0,2,,,,,C,1,7105,10,12,51,0,9,2,0,24,3,0,0,3000,3000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,14,83,14,,UU,2,UU,,1,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,25,1,2,0,0,0,0,,,,1,1,4,2,1,,N,0,0,0,,,1,20,N,FENWICK,ST,,,Arlington,VA,22201,,348,20 N FENWICK ST,1,,,51013101803,Census Tract 1018.03,956348,0,38.8789451,-77.0886545
